ppg,eda,label
0.024835707650561634,0.17881201589886486,0
0.0021360385965941827,0.17738930658320778,0
0.050480875669777436,0.11033786537330022,0
0.10329102007188823,0.1836755264221296,0
0.024468763238396904,0.2368815021006892,0
0.0334982593501142,0.13658845405816264,0
0.13318413983155133,0.2527842045669325,0
0.10160129248298502,0.22480882507102026,0
0.04874751008921906,0.16376842992065196,0
0.10832447587029839,0.19346362615471197,0
0.06698236259007447,0.28051621040605645,0
0.07580302481857681,0.23733752270169858,0
0.12010135022577928,0.20115932677371318,0
0.02122837973397876,0.18889599018315703,0
0.03950906470359426,0.20467062155618973,0
0.10647453719551726,0.17531200213889203,0
0.09275069836565963,0.09572271675245697,0
0.16787534252874373,0.30312909956754475,0
0.11549787924688679,0.20884646600317874,0
0.09898340337726554,0.22104759130173599,0
0.25154195162429527,0.1983048525541642,0
0.17559107199359764,0.1645044120141807,0
0.1988341592145748,0.19202404000537202,0
0.13275373844203736,0.12141053794549549,0
0.18525900591158126,0.3152946129602767,0
0.22646293097956346,0.1397747001388922,0
0.1717555273041514,0.14996199787005352,0
0.2564263488846324,0.17960736384549295,0
0.21589169602643285,0.2660841223098323,0
0.2395651823002546,0.20246579803274664,0
0.23223296383420483,0.13999357027049128,0
0.363040955542583,0.26457729011228187,0
0.27779941956940585,0.23847041541608943,0
0.2335726208614981,0.2289021439400385,0
0.3355041352379357,0.23782712014015836,0
0.2411864639085705,0.32181851511313936,0
0.3204548312464176,0.3114151768382229,0
0.21974062820960844,0.16788467693865303,0
0.25895503823065047,0.28347470573177586,0
0.34277359409341857,0.22149887758156378,0
0.37734431710142324,0.2273552709029067,0
0.35640241819358964,0.11784695051625327,0
0.34938547994749497,0.1940012158314104,0
0.34736580479005724,0.1619393365863924,0
0.2956655411722923,0.2440434688502866,0
0.34068600581396885,0.25625456512816186,0
0.36064716557973586,0.09903623455960653,0
0.4434488231051828,0.20171882091260904,0
0.4145983809878848,0.25897365135493566,0
0.3159998079939642,0.19360664000195127,0
0.42699842607624344,0.23945378237014225,0
0.39808907699034174,0.2206188855037787,0
0.38995111618712364,0.2202036357224563,0
0.46073864944546694,0.1896148872238106,0
0.4879645772928418,0.14241160792284047,0
0.48913909666572286,0.14722415276077505,0
0.4066740260652073,0.23882829785719278,0
0.43913203842454657,0.20439359691277154,0
0.4770101719682389,0.19655508390886664,0
0.5149738563655231,0.18234620602551072,0
0.44788143622639626,0.18834127786999125,0
0.4680934120850024,0.2560063218708363,0
0.42748723031695673,0.18695854005542845,0
0.42831143652445547,0.13672752048615183,0
0.533954808468478,0.2410233569306394,0
0.5662350448629528,0.19365694696279537,0
0.4998036809915937,0.2055305854350705,0
0.5584474600296631,0.2843997194808077,0
0.5311036218081178,0.20305278829570728,0
0.48540013483245875,0.2186000118215694,0
0.5402424472094688,0.14525466560311734,0
0.6034722545588677,0.1932773795528861,0
0.529057098099123,0.23479716643326465,0
0.6132377980183289,0.12661218948317293,0
0.40805387085699335,0.21448314283342101,0
0.5840491397674157,0.20954045381227634,0
0.5510957439879571,0.20662528496180846,0
0.5354580246041739,0.25647886911774914,0
0.5585362243064887,0.22140286192966352,0
0.45798351966220263,0.2786445431074602,0
0.5496653608984868,0.1551214844123366,0
0.5816640360174321,0.2116572005553563,0
0.640734305364143,0.20914432351633674,0
0.5438283418888039,0.15151827151148584,0
0.5320898161128416,0.25285575830620766,0
0.5500690505854121,0.3213346854966817,0
0.6234385771081393,0.20431072848224976,0
0.596486185778159,0.23047209862253012,0
0.5558088283485053,0.20950698000200862,0
0.6100759561760373,0.16966183471828394,0
0.5912492644182274,0.11436306632594241,0
0.6366770443022963,0.17017241806367545,0
0.554857732593327,0.13592318517325763,0
0.5751586668885349,0.29078622012620053,0
0.5733831881751014,0.19988564352948318,0
0.5211247755940532,0.18840517377568708,0
0.6102832711382155,0.2502188434698364,0
0.609571294607396,0.14973360909005218,0
0.5976797801016265,0.16753797433501944,0
0.5864644234269094,0.20934480170007858,0
0.5280588372873807,0.2574396498112221,0
0.5782924798824152,0.2311454645008879,0
0.5825500560184017,0.2185374813706431,0
0.5597965362717109,0.21008712300905028,0
0.5919342630049309,0.2262530410259887,0
0.620152751199476,0.21638390550851316,0
0.694074685101421,0.1548626585156041,0
0.6081730263191661,0.20872524533850895,0
